date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:38:00	56629/56629	---MCZ	200	added ('OK')	text/css	etag:W/%226410bc6c-e825%22	https://etech.co.ke/wp-content/uploads/elementor/css/post-4179.css?ver=1678818412	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/uploads/elementor/css/post-4179d12c.css	(from https://etech.co.ke/)
05:38:00	18468/18468	---MCZ	200	added ('OK')	text/css	etag:W/%2264104bb1-4824%22	https://etech.co.ke/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.11.5	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/plugins/elementor/assets/lib/animations/animations.mina3be.css	(from https://etech.co.ke/)
05:38:00	867/867	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-363%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/widget-recent-post-comments.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/widget-recent-post-comments.minf719.css	(from https://etech.co.ke/)
05:38:00	746/746	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-2ea%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/widget-wd-recent-posts.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/widget-wd-recent-posts.minf719.css	(from https://etech.co.ke/)
05:38:01	503/503	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-1f7%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/widget-nav.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/widget-nav.minf719.css	(from https://etech.co.ke/)
05:38:01	1721/1721	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-6b9%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-widget-wd-layered-nav.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-widget-wd-layered-nav.minf719.css	(from https://etech.co.ke/)
05:38:01	2715/2715	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-a9b%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-swatches-base.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-swatches-base.minf719.css	(from https://etech.co.ke/)
05:38:01	2169/2169	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-879%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-swatches-filter.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-swatches-filter.minf719.css	(from https://etech.co.ke/)
05:38:01	1013/1013	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-3f5%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-widget-product-list.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-widget-product-list.minf719.css	(from https://etech.co.ke/)
05:38:02	2664/2664	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-a68%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-widget-slider-price-filter.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-widget-slider-price-filter.minf719.css	(from https://etech.co.ke/)
05:38:02	308/308	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-134%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/opt-lazy-load.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/opt-lazy-load.minf719.css	(from https://etech.co.ke/)
05:38:02	8867/8867	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-22a3%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/wp-gutenberg.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/wp-gutenberg.minf719.css	(from https://etech.co.ke/)
05:38:02	3757/3757	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-ead%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/int-elem-base.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/int-elem-base.minf719.css	(from https://etech.co.ke/)
05:38:02	6443/6443	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-192b%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woocommerce-base.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woocommerce-base.minf719.css	(from https://etech.co.ke/)
05:38:03	490/490	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-1ea%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/mod-star-rating.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/mod-star-rating.minf719.css	(from https://etech.co.ke/)
05:38:03	1180/1180	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-49c%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-el-track-order.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-el-track-order.minf719.css	(from https://etech.co.ke/)
05:38:03	8601/8601	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-2199%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-gutenberg.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-gutenberg.minf719.css	(from https://etech.co.ke/)
05:38:03	601/601	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-259%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-opt-hide-larger-price.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-opt-hide-larger-price.minf719.css	(from https://etech.co.ke/)
05:38:03	1219/1219	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-4c3%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-shop-attributes.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-shop-attributes.minf719.css	(from https://etech.co.ke/)
05:38:04	0/0	---MCZ	200	added ('OK')	text/css	etag:W/%22631968dd-cd%22	https://etech.co.ke/wp-content/themes/woodmart-child/style.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart-child/stylef719.css	(from https://etech.co.ke/)
05:38:04	9939/9939	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-26d3%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/header-base.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/header-base.minf719.css	(from https://etech.co.ke/)
05:38:04	4829/4829	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-12dd%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/mod-tools.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/mod-tools.minf719.css	(from https://etech.co.ke/)
05:38:04	2689/2689	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-a81%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-base.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-base.minf719.css	(from https://etech.co.ke/)
05:38:05	5403/5403	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-151b%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/el-social-icons.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/el-social-icons.minf719.css	(from https://etech.co.ke/)
05:38:05	1002/1002	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-3ea%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-search.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-search.minf719.css	(from https://etech.co.ke/)
05:38:05	1085/1085	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-43d%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-search-form.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-search-form.minf719.css	(from https://etech.co.ke/)
05:38:06	2045/2045	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-7fd%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-login-form.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-login-form.minf719.css	(from https://etech.co.ke/)
05:38:06	353/353	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-161%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-my-account.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-my-account.minf719.css	(from https://etech.co.ke/)
05:38:06	1005/1005	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-3ed%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-cart-design-3.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-cart-design-3.minf719.css	(from https://etech.co.ke/)
05:38:06	1039/1039	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-40f%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-cart-side.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-cart-side.minf719.css	(from https://etech.co.ke/)
05:38:06	2115/2115	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-843%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-cart.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/header-el-cart.minf719.css	(from https://etech.co.ke/)
05:38:07	5740/5740	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-166c%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-widget-shopping-cart.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-widget-shopping-cart.minf719.css	(from https://etech.co.ke/)
05:38:07	1994/1994	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-7ca%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/mod-animations.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/mod-animations.minf719.css	(from https://etech.co.ke/)
05:38:07	5681/5681	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-1631%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/lib-owl-carousel.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/lib-owl-carousel.minf719.css	(from https://etech.co.ke/)
05:38:07	7667/7667	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-1df3%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/el-banner.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/el-banner.minf719.css	(from https://etech.co.ke/)
05:38:07	5348/5348	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-14e4%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/el-info-box.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/el-info-box.minf719.css	(from https://etech.co.ke/)
05:38:08	1277/1277	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-4fd%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-categories-loop-nav.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-categories-loop-nav.minf719.css	(from https://etech.co.ke/)
05:38:08	5545/5545	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-15a9%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/el-section-title.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/el-section-title.minf719.css	(from https://etech.co.ke/)
05:38:08	4225/4225	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-1081%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/el-tabs.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/el-tabs.minf719.css	(from https://etech.co.ke/)
05:38:08	2631/2631	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-a47%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/el-product-tabs.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/el-product-tabs.minf719.css	(from https://etech.co.ke/)
05:38:08	5984/5984	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-1760%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-product-loop.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-product-loop.minf719.css	(from https://etech.co.ke/)
05:38:09	2299/2299	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-8fb%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-product-loop-quick.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-product-loop-quick.minf719.css	(from https://etech.co.ke/)
05:38:09	1306/1306	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-51a%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-add-btn-replace.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-add-btn-replace.minf719.css	(from https://etech.co.ke/)
05:38:09	3482/3482	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-d9a%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-opt-bordered-product.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-opt-bordered-product.minf719.css	(from https://etech.co.ke/)
05:38:09	451/451	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-1c3%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-opt-title-limit.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-opt-title-limit.minf719.css	(from https://etech.co.ke/)
05:38:10	1244/1244	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-4dc%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-opt-stretch-cont.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-opt-stretch-cont.minf719.css	(from https://etech.co.ke/)
05:38:10	1124/1124	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-464%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-product-labels.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-product-labels.minf719.css	(from https://etech.co.ke/)
05:38:10	66/66	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-42%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-product-labels-rect.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-product-labels-rect.minf719.css	(from https://etech.co.ke/)
05:38:11	3146/3146	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-c4a%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/lib-magnific-popup.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/lib-magnific-popup.minf719.css	(from https://etech.co.ke/)
05:38:11	1135/1135	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-46f%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-stock-status.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-mod-stock-status.minf719.css	(from https://etech.co.ke/)
05:38:11	775/775	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-307%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-categories-loop-default-old.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-categories-loop-default-old.minf719.css	(from https://etech.co.ke/)
05:38:13	1284/1284	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-504%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/woo-categories-loop-old.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/woo-categories-loop-old.minf719.css	(from https://etech.co.ke/)
05:38:13	3020/3020	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-bcc%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/el-accordion.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/el-accordion.minf719.css	(from https://etech.co.ke/)
05:38:13	1420/1420	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-58c%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/el-testimonial.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/el-testimonial.minf719.css	(from https://etech.co.ke/)
05:38:13	1962/1962	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-7aa%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/el-brand.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/el-brand.minf719.css	(from https://etech.co.ke/)
05:38:13	4300/4300	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-10cc%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/blog-base.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/blog-base.minf719.css	(from https://etech.co.ke/)
05:38:13	2852/2852	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-b24%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/blog-loop-base.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/blog-loop-base.minf719.css	(from https://etech.co.ke/)
05:38:14	1682/1682	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-692%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/blog-loop-design-meta-image.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/blog-loop-design-meta-image.minf719.css	(from https://etech.co.ke/)
05:38:14	3623/3623	---MCZ	200	added ('OK')	text/css	etag:W/%2263fd119e-e27%22	https://etech.co.ke/wp-content/themes/woodmart/css/parts/el-instagram.min.css?ver=7.1.4	C:/My%20Web%20Sites/etech-clone/etech.co.ke/wp-content/themes/woodmart/css/parts/el-instagram.minf719.css	(from https://etech.co.ke/)
